text,sentiment,intent,source,meta
"Metso expects its net sales to increase by about 10 % in 2008 , at comparable exchange rates .",positive,,phrasebank,{}
"Neste Oil Corp. has signed long-term procurement contracts with Honkajoki Oy and Findest Protein Oy , both owned by Finnish food manufacturers , for the supply of animal fat for biodiesel production at Neste 's 200,000 b-cd Porvoo , Finland , refinery .",positive,,phrasebank,{}
Net interest income increased by 4.5 % to EUR 31.4 mn from EUR 30.0 mn in 2004 .,positive,,phrasebank,{}
"Net interest income was EUR 152.2 mn , up from EUR 101.0 mn in 2008 .",positive,,phrasebank,{}
"Net interest income was EUR 39.3 mn , up from EUR 32.7 mn .",positive,,phrasebank,{}
Net sales of the Vegetable Oil Business rose to EUR 10.6 mn from EUR 10.1 mn .,positive,,phrasebank,{}
"Nokia Multimedia 's net sales totaled EUR 5.7 bn , up 45 % from the corresponding period in 2005 .",positive,,phrasebank,{}
Operating income rose to EUR 696.4 mn from EUR 600.3 mn in 2009 .,positive,,phrasebank,{}
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",positive,,phrasebank,{}
Operating profit rose from EUR 1.94 mn to EUR 2.45 mn .,positive,,phrasebank,{}
Operating profit rose to 22.1 mln eur from 19.9 mln .,positive,,phrasebank,{}
Operating profit rose to EUR 1.6 mn from EUR 1.1 mn in the corresponding period in 2006 .,positive,,phrasebank,{}
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,positive,,phrasebank,{}
Operating profit rose to EUR 13.5 mn from EUR 9.7 mn in the corresponding period in 2006 .,positive,,phrasebank,{}
Operating profit rose to EUR 26.7 mn from EUR 14.9 mn in the corresponding period in 2006 .,positive,,phrasebank,{}
Operating profit rose to EUR 27.8 mn from EUR 17.5 mn in 2008 .,positive,,phrasebank,{}
Operating profit rose to EUR 3.2 mn from EUR 1.0 mn in the corresponding period in 2008 .,positive,,phrasebank,{}
Operating profit rose to EUR 4.7 mn from EUR 3.6 mn .,positive,,phrasebank,{}
Operating profit rose to EUR 4.7 mn from EUR 4.6 mn .,positive,,phrasebank,{}
Operating profit rose to EUR 9.2 mn from EUR 6.8 mn in the corresponding period in 2007 .,positive,,phrasebank,{}
Operating profit rose to EUR2 .4 m from EUR1 .6 m year earlier .,positive,,phrasebank,{}
"Operating profit surged to EUR21m from EUR106 ,000 .",positive,,phrasebank,{}
"Operating profit totaled EUR 37,7 mn , up slightly from EUR 37.2 mn in the corresponding period in 2006 .",positive,,phrasebank,{}
"Operating profit totaled EUR 5.5 mn , up from EUR -0.7 mn .",positive,,phrasebank,{}
"Operating profit was EUR 11.4 mn , up from EUR 7.5 mn .",positive,,phrasebank,{}
"Operating profit was EUR 139.7 mn , up 23 % from EUR 113.8 mn .",positive,,phrasebank,{}
"Order intake grew by 40 % year-on-year and 30 % year-on-year , respectively , to EUR 576 million and EUR 1.7 billion for the respective January-September and July-September 2010 periods .",positive,,phrasebank,{}
Orders received grew by 55 % year-on-year to EUR732m .,positive,,phrasebank,{}
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,positive,,phrasebank,{}
Passenger volumes rose by 8.4 % in the accounting period .,positive,,phrasebank,{}
Passenger-related revenue rose by 5.1 % to EUR 460.8 mn from EUR 438.5 mn in 2009 .,positive,,phrasebank,{}
Pretax profit rose to EUR 0.6 mn from EUR 0.4 mn in the corresponding period in 2005 .,positive,,phrasebank,{}
"Pretax profit rose to EUR 1,019 mn from EUR 1,007 in the corresponding period in 2005 .",positive,,phrasebank,{}
Pretax profit rose to EUR 17.8 mn from EUR 14.9 mn in 2005 .,positive,,phrasebank,{}
"Pre-tax profit totaled EUR 397.4 mn , up from EUR 164.7 mn .",positive,,phrasebank,{}
"Previously , the company had guided for EBIT and sales growth of 20 pct and 10 pct respectively for this year .",positive,,phrasebank,{}
"Profit for the period totaled EUR 39.4 mn , up from EUR 33.9 mn in the corresponding period in 2006 .",positive,,phrasebank,{}
"Profit for the period was EUR 5.9 mn , up from EUR 1.3 mn .",positive,,phrasebank,{}
"Profit for the period was EUR 9.8 mn , up from EUR 6.0 mn in 2004 .",positive,,phrasebank,{}
Revenue grew 12 percent to (  x20ac ) 3.6 billion ( US$ 4.5 billion ) .,positive,,phrasebank,{}
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",positive,,phrasebank,{}
Revenues at the same time grew 14 percent to 43 million euros .,positive,,phrasebank,{}
"Ruukki has signed a contract to deliver and install the steel structures for a bridge over the Kyronsalmi strait in Savonlinna , Finland .",positive,,phrasebank,{}
"Sales in Latin America increased by 42 % to EUR 432mn , and a total of 8.7 mn mobile devices were sold in the area , representing an increase of 32 % from the corresponding period in 2009 .",positive,,phrasebank,{}
Sanoma Magazines Finland 's net sales grew to EUR 140.1 mn from EUR 131.8 mn .,positive,,phrasebank,{}
"Satama 's net profit for the third quarter of 2007 rose to 275,000 euro ( $ 395,000 ) from 270,000 euro ( $ 388,000 ) for the same period of 2006 .",positive,,phrasebank,{}
"Section : Regional News - The demand in Finnair 's Asian traffic , measured in passenger kilometers , was up 34.9 % in August compare to last year .",positive,,phrasebank,{}
"Svyturys-Utenos Alus , which is controlled by the Nordic group Baltic Beverages Holding ( BBH ) , posted a 6.1 percent growth in beer sales for January-September to 101.99 million liters .",positive,,phrasebank,{}
That would be an increase from estimated sales of 117 million last year .,positive,,phrasebank,{}
"The chain posted sales of 298 million euros for full 2005 , a rise of 19.5 percent , year-on-year .",positive,,phrasebank,{}
The company expects its net sales in 2008 to increase 5-10 % from 2007 .,positive,,phrasebank,{}
"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",positive,,phrasebank,{}
"The company 's operating income ( EBIT ) totalled EUR 0.0 mn , up from EUR -0.3 mn year-on-year .",positive,,phrasebank,{}
The EPS outlook was increased by 5.6 pct for 2007 and 7.0 pct for 2008 .,positive,,phrasebank,{}
"The fair value of the investment properties totaled EUR 2,534.9 mn , up from EUR 2,455.1 mn in 2006 .",positive,,phrasebank,{}
"The Finnish government announced Wednesday that it sold a 32 percent stake in chemicals and fertilizer group Kemira Oyj for (  x20ac ) 655.6 million ( $ 890US million ) , sending the company 's share price up 6 percent .",positive,,phrasebank,{}
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",positive,,phrasebank,{}
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",positive,,phrasebank,{}
The operating profit for Grain Trading increased to EUR 2.0 mn from EUR 1.4 mn in 2005 .,positive,,phrasebank,{}
The stock rose for a second day on Wednesday bringing its two-day rise to GBX12 .0 or 2.0 % .,positive,,phrasebank,{}
The stock rose for a third day on Tuesday bringing its three-day rise to GBX10 .50 or 1.8 % .,positive,,phrasebank,{}
The transactions would increase earnings per share in the first quarter by some EUR0 .28 .,positive,,phrasebank,{}
"There has been some recovery of the base metals prices and increased demand for metals in China , however .",positive,,phrasebank,{}
"This new representation extends Comptel 's global presence to a total of 18 countries , serving over 250 customers in over 80 countries worldwide .",positive,,phrasebank,{}
Total operating revenue grew by 27.6 % year-on-year to EUR61m .,positive,,phrasebank,{}
Vacon 's cash flow from operations grew to EUR 37.1 mn from EUR 21.9 mn a year ago .,positive,,phrasebank,{}
"We also strengthen our existing partnership with Cybercom '' , says Teleste CTO Esko Myllyla .",positive,,phrasebank,{}
"Via the Satlan acquisition , Teleste plans to further expand its market presence as a video services partner for cable operators , broadcasters and IPTV service providers .",positive,,phrasebank,{}
"With the acquisition , the company will expand its offering to North , Central and South America , it said .",positive,,phrasebank,{}
"`` BasWare 's product sales grew strongly in the financial period , by 24 percent .",positive,,phrasebank,{}
"`` The second quarter of 2010 was the firstquarter with growth in net sales since the third quarter of2008 , '' said Magnus Rosen , Ramirent CEO .",positive,,phrasebank,{}
"`` The transaction strengthens our position ... in design and branded goods , '' said Fiskars president and CEO Heikki Allonen , pointing out that the two groups have relatively few overlapping operations .",positive,,phrasebank,{}
1 February 2011 - Finnish textile and clothing company Marimekko Oyj HEL : MMO1V said today its preliminary operating profit grew to EUR8 .2 m in 2010 from EUR6 .3 m in 2009 .,positive,,phrasebank,{}
"Finnish Larox has signed a contract with the Talvivaara Project for the delivery of filters to the Talvivaara nickel mine in Sotkamo , in Finland .",positive,,phrasebank,{}
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,positive,,phrasebank,{}
Cash flow from operations rose to EUR 52.7 mn from EUR 15.6 mn in 2007 .,positive,,phrasebank,{}
Commission income rose by 25.7 % to EUR 16.1 mn from EUR 12.8 mn in 2004 .,positive,,phrasebank,{}
"Earnings per share for January-June 2010 were EUR0 .30 , an increase of 20 % year-on-year EUR0 .25 .",positive,,phrasebank,{}
Earnings per share EPS rose to EUR 0.11 from EUR 0.03 .,positive,,phrasebank,{}
"Elisa said mobile subscriptions grew 7 percent during 2007 , mainly because of customers adopting so-called third generation mobile technology .",positive,,phrasebank,{}
"EPS for the quarter came in at 0.36 eur , up from 0.33 eur a year ago and ahead of forecast of 0.33 eur .",positive,,phrasebank,{}
EPS grew to 0.04 eur from 0.02 eur .,positive,,phrasebank,{}
Exports grew 16.5 percent to 19.1 million liters .,positive,,phrasebank,{}
"Finnish investment group Panostaja Oyj said its net profit went up to 8.6 mln euro $ 11.4 mln in fiscal 2005-06 , ended October 31 , 2006 , from 2.8 mln euro $ 3.7 mln in the same period of fiscal 2004-05 .",positive,,phrasebank,{}
Finnish metal components supplier Componenta Oyj said its net profit went up to 3.5 mln euro $ 4.5 mln in 2006 from 2.2 mln euro $ 2.8 mln in 2005 .,positive,,phrasebank,{}
"Finnish silicon wafer technology company Okmetic Oyj OMX Helsinki : OKM1V reported on Thursday 30 October an operating profit of EUR7 .4 m for January-September 2008 , up from EUR6 .1 m in the corresponding period in 2007 .",positive,,phrasebank,{}
"Fiskars Brands report net sales of EUR 145.8 mn , up from EUR 138.4 mn .",positive,,phrasebank,{}
HELSINKI AFX - Outokumpu Technology said it has signed a 3.5 mln eur agreement with Mongolia 's Erdenet Mining Corporation for the engineering of the first HydroCopper plant to be built at the Erdenet mine site .,positive,,phrasebank,{}
"However , the proportion of the paid standing orders grew in 2009 .",positive,,phrasebank,{}
"In addition to the demand in Finland , the export of lining stone products also increased .",positive,,phrasebank,{}
"In January-September 2007 , the group 's net sales from continuing operations rose to EUR 213.1 mn from EUR 172.6 mn in the corresponding period in 2006 .",positive,,phrasebank,{}
"In July-September 2008 , YIT 's net sales increased to EUR 970.8 mn , compared to EUR 906.8 mn in the corresponding period in 2007 .",positive,,phrasebank,{}
"In the reporting period , net sales rose by 8 % year-on-year to EUR64 .3 m , due to the business acquisitions realized during the first half of 2008-09 , the effect of which was EUR10 .9 m in the review period .",positive,,phrasebank,{}
"In the reporting period , the company 's operating profit grew by 43.2 % to EUR 6 million .",positive,,phrasebank,{}
Last year 's net sales rose to EUR 68.3 million from EUR 62.2 million .,positive,,phrasebank,{}
